// 20k words/01
的	de5
英俊	ying1jun4
冲锋	chong1feng1
瓷器	ci2qi4
大宗	da4zong1
光泽	guang1ze2
刻意	ke4yi4
蜡	la4
蒙古族	Meng3gu3zu2
募捐	mu4juan1
确信	que4xin4
佟	Tong2
统筹兼顾	tong3chou2 jian1gu4
危难	wei1nan4
政府军	zheng4fu3jun1
登门	deng1men2
风趣	feng1qu4
国力	guo2li4
晃动	huang4dong4
监事会	jian1shi4hui4
栏杆	lan2gan1
名利	ming2li4
全员	quan2yuan2
威武	wei1wu3
细小	xi4xiao3
小提琴	xiao3ti2qin2
仪表	yi2biao3
转制	zhuan3zhi4
宝库	bao3ku4
测控	ce4kong4
插入	cha1ru4
成群	cheng2qun2
共性	gong4xing4
接送	jie1-song4
劳教	lao2jiao4
零件	ling2jian4
耙	pa2
侍候	shi4hou4
室外	shi4wai4
脱落	tuo1luo4
玩弄	wan2nong4
用语	yong4yu3
抵触	di3chu4
客房	ke4fang2
顺差	shun4cha1
托管	tuo1guan3
熏陶	xun1tao2
照搬	zhao4ban1
砖头	zhuan1tou2
桌面	zhuo1mian4
跋涉	ba2she4
倒闭	dao3bi4
发病率	fa1bing4lü4
各式各样	ge4-shi4-ge4-yang4
夯实	hang1shi2
航海	hang2hai3
好在	hao3zai4
集镇	ji2zhen4
脸庞	lian3pang2
水文	shui3wen2
思议	si1yi4
转而	zhuan3er2
搬运	ban1yun4
不待	bu4dai4
敌军	di2jun1
鄂	E4
国庆节	guo2qing4jie2
豪情	hao2qing2
花木	hua1mu4
哗哗	hua1hua1
减缓	jian3huan3
理论家	li3lun4jia1
隆隆	long2long2
亲信	qin1xin4
有情	you3qing2
发兵	fa1bing1
惊叫	jing1jiao4
拍照	pai1zhao4
螃蟹	pang2xie4
牵引	qian1yin3
邵	Shao4
实干	shi2gan4
速率	su4lü4
秧	yang1
一任	yi1ren4
用兵	yong4bing1
战斗机	zhan4dou4ji1
斟	zhen1
踪影	zong1ying3
背心	bei4xin1
表格	biao3ge2
繁多	fan2duo1
家境	jia1jing4
苦心	ku3xin1
潜能	qian2neng2
亲临	qin1lin2
一般来说	yi1ban1 lai2 shuo1
忧愁	you1chou2
保养	bao3yang3
编排	bian1pai2
对峙	dui4zhi4
互通	hu4tong1
积淀	ji1dian4
苦干	ku3gan4
柳树	liu3shu4
盟国	meng2guo2
苗族	Miao2zu2
肆	si4
晚餐	wan3can1
卫冕	wei4mian3
下马	xia4ma3
安详	an1xiang2
不慎	bu4shen4
辞退	ci2tui4
打印	da3yin4
当心	dang1xin1
谷子	gu3zi5
浪漫主义	lang4man4zhu3yi4
平庸	ping2yong1
堂屋	tang2wu1
讨好	tao3hao3
香蕉	xiang1jiao1
性子	xing4zi5
修正主义	xiu1zheng4 zhu3yi4
志气	zhi4qi4
北极	bei3ji2
并购	bing4gou4
得当	de2dang4
多于	duo1yu2
迷失	mi2shi1
睦邻	mu4lin2
三北	San1-bei3
盛世	sheng4shi4
修筑	xiu1zhu4
直言	zhi2yan2
饱含	bao3han2
必然性	bi4ran2xing4
车手	che1shou3
大跃进	Da4yue4jin4
复仇	fu4chou2
告状	gao4zhuang4
精神病	jing1shen2bing4
闹事	nao4 shi4
收看	shou1kan4
突飞猛进	tu1fei1 meng3jin4
邪说	xie2shuo1
衣着	yi1zhuo2
兵马	bing1ma3
筹办	chou2ban4
鸽	ge1
检查站	jian3cha2zhan4
军旅	jun1lü3
偏离	pian1li2
摔跤	shuai1jiao1
万国	wan4guo2
尾声	wei3sheng1
不当	bu2dang4
交响乐	jiao1xiang3yue4
精选	jing1xuan3
明了	ming2liao3
浓重	nong2zhong4
挺进	ting3jin4
印证	yin4zheng4
比方	bi3fang5
辩证唯物主义	bian4zheng4 wei2wu4zhu3yi4
标的	biao1di4
拨付	bo1fu4
超导	chao1dao3
锄	chu2
锯	ju4
口径	kou3jing4
舒畅	shu2chang4
妄图	wang4tu2
增高	zeng1gao1
宗教界	zong1jiao4jie4
笔直	bi3zhi2
残余	can2yu2
岔	cha4
殿堂	dian4tang2
多边贸易	duo1bian1 mao4yi4
可恶	ke3wu4
女篮	nü3lan2
洼	wa1
子时	zi3shi2
白话	bai2hua4
澄清	cheng2qing1
和气	he2qi5
寄予	ji4yu3
倔强	jue2jiang4
梦境	meng4jing4
商谈	shang1tan2
胜地	sheng4di4
死伤	si3shang1
停滞	ting2zhi4
未成年	wei4cheng2nian2
小贩	xiao3fan4
严明	yan2ming2
菜篮子	cai4lan2zi5
叉	cha1
饭桌	fan4zhuo1
回荡	hui2dang4
连续剧	lian2xu4ju4
赛车	sai4che1
省得	sheng3de5
水温	shui3wen1
底层	di3ceng2
何故	he2gu4
铁军	tie3jun1
偷税	tou1shui4
腕	wan4
熄	xi1
形而上学	xing2er2shang4xue2
雄壮	xiong2zhuang4
游击	you2ji1
不经意	bu4jing1yi4
得手	de2shou3
独到	du2dao4
方圆	fang1yuan2
高峰期	gao1feng1qi1
国立	guo2li4
过大	guo4da4
己任	ji3ren4
浪花	lang4hua1
冷汗	leng3han4
牧草	mu4cao3
舒展	shu1zhan3
温情	wen1qing2
无望	wu2wang4
选集	xuan3ji2
掖	ye4
纵容	zong4rong2
保证金	bao3zheng4jin1
伯父	bo2fu4
捣乱	dao3luan4
悼念	dao4nian4
东北亚	Dong1bei3ya4
肥胖	fei2pang4
减税	jian3shui4
抠	kou1
荣幸	rong2xing4
社会福利	she4hui4 fu2li4
狭小	xia2xiao3
主宰	zhu3zai3
裁判员	cai2pan4yuan2
潮水	chao2shui3
风范	feng1fan4
钢筋	gang1jin1
哗啦	hua1la1
活生生	huo2sheng1sheng1
劳动法	lao2dong4fa3
旅途	lü3tu2
清香	qing1xiang1
突厥	Tu1jue2
外形	wai4xing2
修缮	xiu1shan4
银幕	yin2mu4
班级	ban1ji2
报关	bao4guan1
惯性	guan4xing4
河岸	he2an4
喉	hou2
胡闹	hu2nao4
秋风	qiu1feng1
摄制	she4zhi4
原子弹	yuan2zi3dan4
援建	yuan2jian4
乐章	yue4zhang1
证人	zheng4ren5
遵纪守法	zun1ji4-shou3fa3
保护伞	bao3hu4san3
表哥	biao3ge1
泊	bo2
痴迷	chi1mi2
充斥	chong1chi4
低廉	di1lian2
电费	dian4fei4
耕种	geng1zhong4
恭敬	gong1jing4
接替	jie1ti4
卷烟	juan3yan1
千秋	qian1qiu1
湿度	shi1du4
不愧	bu2kui4
草木	cao3mu4
公职	gong1zhi2
缉私	ji1si1
位子	wei4zi5
张罗	zhang1luo5
爆破	bao4po4
嘀咕	di2gu5
攻读	gong1du2
昏暗	hun1an4
火把	huo3ba3
就绪	jiu4xu4
狼狈	lang2bei4
灭火	mie4huo3
山峰	shan1feng1
上阵	shang4zhen4
时速	shi2su4
疏导	shu1dao3
听差	ting1chai1
头衔	tou2xian2
选题	xuan3ti2
以期	yi3qi1
折合	zhe2he2
贮存	zhu4cun2
报国	bao4guo2
答话	da2hua4
憨	han1
获利	huo4li4
殴打	ou1da3
亲生	qin1sheng1
屈辱	qu1ru3
群山	qun2shan1
士官	shi4guan1
搜救	sou1jiu4
途经	tu2jing1
下棋	xia4qi2
先期	xian1qi1
消遣	xiao1qian3
硝烟	xiao1yan1
彝族	Yi2zu2
召唤	zhao4huan4
专心	zhuan1xin1
表妹	biao3mei4
波澜	bo1lan2
厨子	chu2zi5
第三者	di4-san1zhe3
结案	jie2an4
流行病	liu2xing2bing4
石窟	shi2ku1
承接	cheng2jie1
祠堂	ci2tang2
答卷	da2juan4
货款	huo4kuan3
景气	jing3qi4
久远	jiu3yuan3
开眼	kai1yan3
年月	nian2yue4
女神	nü3shen2
欠缺	qian4que1
取暖	qu3nuan3
式样	shi4yang4
疏通	shu1tong1
险恶	xian3e4
怨恨	yuan4hen4
指战员	zhi3zhan4yuan2
党纪	dang3ji4
分区	fen1qu1
关乎	guan1hu1
莫须有	mo4xu1you3
撒谎	sa1huang3
嗓音	sang3yin1
失控	shi1kong4
手印	shou3yin4
特命	te4ming4
挑剔	tiao1ti5
推诿	tui1wei3
驻足	zhu4zu2
惨重	can3zhong4
出神	chu1shen2
答辩	da2bian4
叼	diao1
机智	ji1zhi4
景物	jing3wu4
贫下中农	pin2-xia4zhong1nong2
水汽	shui3qi4
特许	te4xu3
夏令营	xia4ling4ying2
养殖场	yang3zhi2chang3
择优	ze2you1
胆量	dan3liang4
道教	dao4jiao4
幌子	huang3zi5
急功近利	ji2 gong1 jin4li4
居高不下	ju1gao1bu4xia4
列强	lie4qiang2
零下	ling2xia4
乞丐	qi3gai4
渗	shen4
松弛	song1chi2
薪水	xin1shui5
自由泳	zi4you2yong3
并列	bing4lie4
帆	fan1
反差	fan3cha1
耗资	hao4zi1
佳作	jia1zuo4
进货	jin4huo4
绿叶	lü4ye4
采风	cai3feng1
出人意料	chu1ren2yi4liao4
两极	liang3ji2
透彻	tou4che4
兴衰	xing1shuai1
调子	diao4zi5
嘟	du1
二氧化硫	er4yang3hua4liu2
发扬光大	fa1yang2-guang1da4
联营	lian2ying2
强力	qiang2li4
嫂嫂	sao3sao5
社稷	she4ji4
希望工程	Xi1wang4 Gong1cheng2
摇动	yao2dong4
原则上	yuan2ze2shang4
跃居	yue4ju1
自居	zi4ju1
观察员	guan1cha2yuan2
含蓄	han2xu4
火花	huo3hua1
科幻	ke1huan4
款式	kuan3shi4
棉衣	mian2yi1
热水器	re4shui3qi4
上司	shang4si5
退伍	tui4wu3
胸部	xiong1bu4
优劣	you1lie4
张嘴	zhang1zui3
地缘	di4yuan2
供奉	gong4feng4
后顾	hou4gu4
径直	jing4zhi2
谋生	mou2sheng1
气压	qi4ya1
闪耀	shan3yao4
史实	shi3shi2
收敛	shou1lian3
中	zhong1
大漠	da4mo4
耽搁	dan1ge5
疯牛病	feng1niu2bing4
胡须	hu2xu1
幻觉	huan4jue2
困苦	kun4ku3
末期	mo4qi1
艇	ting3
妩媚	wu3mei4
逊	xun4
沿用	yan2yong4
整修	zheng3xiu1
疤	ba1
出游	chu1you2
呼叫	hu1jiao4
槐	huai2
伙食	huo3shi2
落泪	luo4lei4
莫大	mo4da4
肉类	rou4lei4
收录	shou1lu4
殊荣	shu1rong2
体味	ti3wei4
油灯	you2deng1
转交	zhuan3jiao1
安康	an1kang1
本科生	ben3ke1sheng1
波涛	bo1tao1
伯母	bo2mu3
翅	chi4
黑洞	hei1dong4
间隙	jian4xi4
连锁店	lian2suo3dian4
折扣	zhe2kou4
靶	ba3
波音	bo1yin1
大名	da4ming2
秸秆	jie1gan3
金秋	jin1qiu1
酷	ku4
沙尘	sha1chen2
税制	shui4zhi4
稀少	xi1shao3
战犯	zhan4fan4
摆设	bai3she4
倒好儿	dao4hao3r5
发酵	fa1jiao4
挂职	gua4zhi2
国宾馆	guo2bin1guan3
黑客	hei1ke4
简便	jian3bian4
进兵	jin4bing1
棱镜	leng2jing4
曲子	qu3zi5
沙子	sha1zi5
夜幕	ye4mu4
乙肝	yi3gan1
糟蹋	zao1ta4
不折不扣	bu4zhe2-bu4kou4
风速	feng1su4
嗬	he1
建制	jian4zhi4
窘	jiong3
口味	kou3wei4
明媚	ming2mei4
上房	shang4fang2
失眠	shi1mian2
问话	wen4hua4
戏台	xi4tai2
下身	xia4shen1
相伴	xiang1ban4
孕妇	yun4fu4
昭示	zhao1shi4
纸张	zhi3zhang1
按期	an4qi1
多亏	duo1kui1
华中	Hua2zhong1
窖	jiao4
烈火	lie4huo3
千瓦	qian1wa3
升学	sheng1xue2
有味儿	you3wei4r5
看样子	kan4yang4zi5
口粮	kou3liang2
两端	liang3duan1
面试	mian4shi4
嚷嚷	rang1rang5
无暇	wu2xia2
有钱	you3qian2
职业化	zhi2ye4 hua4
成个儿	cheng2ge4r5
放牧	fang4mu4
何苦	he2ku3
撸	lu1
冒充	mao4chong1
民族主义	min2zu2zhu3yi4
迫不及待	po4 bu4 ji2 dai4
青稞	qing1ke1
致病	zhi4bing4
转发	zhuan3fa1
白酒	bai2jiu3
光缆	guang1lan3
河口	he2kou3
后卫	hou4wei4
苦痛	ku3tong4
兰花	lan2hua1
凝重	ning2zhong4
齐抓共管	qi2zhua1 gong4guan3
摄像机	she4xiang4ji1
探测器	tan4ce4qi4
相看	xiang1kan4
运载火箭	yun4zai4 huo3jian4
追寻	zhui1xun2
纵向	zong4xiang4
吵闹	chao3nao4
断面	duan4mian4
狐狸	hu2li5
老子	Lao3zi3
猛增	meng3zeng1
碾	nian3
畏惧	wei4ju4
下头	xia4tou5
抚慰	fu3wei4
间谍	jian4die2
悬崖	xuan2ya2
招工	zhao1gong1
主旨	zhu3zhi3
绊	ban4
独立性	du2li4xing4
瓜果	gua1guo3
会诊	hui4zhen3
内科	nei4ke1
劝告	quan4gao4
弱者	ruo4zhe3
奢侈	she1chi3
退缩	tui4suo1
为时	wei2shi2
心得	xin1de2
喧嚣	xuan1xiao1
编纂	bian1zuan3
称道	cheng1dao4
管事	guan3shi4
年产值	nian2chan3zhi2
贫乏	pin2fa2
契丹	Qi4dan1
失声	shi1sheng1
守护	shou3hu4
衣袋	yi1dai4
簇拥	cu4yong1
点火	dian3huo3
抖动	dou3dong4
港澳台	Gang3-Ao4-Tai2
焊接	han4jie1
锦旗	jin3qi2
勤俭	qin2jian3
显微镜	xian3wei1jing4
心腹	xin1fu4
得逞	de2cheng3
供货	gong1huo4
挥舞	hui1wu3
流亡	liu2wang2
摞	luo4
岁数	sui3shu5
甜头	tian2tou5
微波	wei1bo1
无耻	wu2chi3
闲谈	xian2tan2
相聚	xiang1 ju4
协议书	xie2yi4shu1
厌倦	yan4juan4
药房	yao4fang2
医德	yi1de2
油漆	you2qi1
韵味	yun4wei4
差额	cha1e2
断裂	duan4lie4
建树	jian4shu4
浇水	jiao1shui3
救护	jiu4hu4
抹	ma1
年末	nian2mo4
人称	ren2cheng1
先例	xian1li4
选区	xuan3qu1
预备役	yu4bei4yi4
阵雨	zhen4yu3
袄	ao3
本钱	ben3qian2
差事	chai1shi4
丑陋	chou3lou4
低估	di1gu1
放置	fang4zhi4
杭	Hang2
蚀	shi2
调剂	tiao2ji4
兄妹	xiong1-mei4
遗嘱	yi2zhu3
整风	zheng3feng1
不一	bu4yi1
打扰	da3rao3
交界	jiao1jie4
戒备	jie4bei4
劳作	lao2zuo4
绵延	mian2yan2
入场券	ru4chang3quan4
养护	yang3hu4
腰带	yao1dai4
做工	zuo4gong1
宾客	bin1ke4
不休	bu4xiu1
工商业	gong1shang1ye4
果品	guo3pin3
合营	he2ying2
丧事	sang1shi4
醒悟	xing3wu4
再生产	zai4sheng1chan3
争光	zheng1guang1
总揽	zong3lan3
迸	beng4
表层	biao3ceng2
段子	duan4zi5
国籍	guo2ji2
核能	he2neng2
会馆	hui4guan3
击剑	ji1jian4
开行	kai1xing2
客观世界	ke4guan1 shi4jie4
囚犯	qiu2fan4
叹气	tan4qi4
泄漏	xie4lou4
引资	yin3zi1
致意	zhi4yi4
报效	bao4xiao4
被褥	bei4ru4
甘蔗	gan1zhe5
河谷	he2gu3
人品	ren2pin3
算账	suan4zhang4
添加剂	tian1jia1ji4
下流	xia4liu2
一伙儿	yi1huo3r5
咒	zhou4
装扮	zhuang1ban4
国界	guo2jie4
开荒	kai1huang1
脸蛋儿	lian3dan4r5
灵敏	ling2min3
轻蔑	qing1mie4
山河	shan1he2
宛如	wan3ru2
旋风	xuan4feng1
园子	yuan2zi5
车主	che1zhu3
导线	dao3xian4
翻阅	fan1yue4
公使	gong1shi3
建功立业	jian4gong1-li4ye4
巨头	ju4tou2
练功	lian4gong1
批复	pi1fu4
缺失	que1shi1
铁道	tie3dao4
夏日	xia4ri4
预感	yu4gan3
自信心	zi4xin4xin1
报表	bao4biao3
不凡	bu4fan2
菜园	cai4yuan2
重叠	chong2die2
大伯	da4bo2
堤防	di1fang2
附件	fu4jian4
灌区	guan4qu1
过不去	guo4bu5qu4
绩效	ji4xiao4
脸孔	lian3kong3
蘑菇	mo2gu5
清凉	qing1liang2
洗钱	xi3qian2
相爱	xiang1ai4
淤	yu1
找寻	zhao3xun2
执委会	zhi2wei3hui4
诸侯	zhu1hou2
浊	zhuo2
走马	zou3ma3
保值	bao3zhi2
厂子	chang3zi5
沉沉	chen2chen2
害羞	hai4xiu1
检修	jian3xiu1
口语	kou3yu3
瓦解	wa3jie3
野菜	ye3cai4
饱受	bao3shou4
电气	dian4qi4
公鸡	gong1ji1
华裔	hua2yi4
咯	ka3
欺侮	qi1wu3
盛夏	sheng4xia4
天井	tian1jing3
唯物史观	wei2wu4 shi3guan1
下海	xia4hai3
一脉相承	yi1mai4 xiang1cheng2
依存	yi1cun2
债权人	zhai4quan2ren2
滞留	zhi4liu2
中南	zhong1nan2
动辄	dong4zhe2
断然	duan4ran2
多情	duo1qing2
见于	jian4yu2
酱油	jiang4you2
居民区	ju1min2qu1
萌发	meng2fa1
索要	suo3yao4
添加	tian1jia1
以身作则	yi3shen1zuo4ze2
制高点	zhi4gao1dian3
字典	zi4dian3
大发	da4fa1
地壳	di4qiao4
对阵	dui4zhen4
过快	guo4kuai4
尖端	jian1duan1
瘤	liu2
六一	Liu4-Yi1
露面	lou4mian4
埋葬	mai2zang4
名优	ming2you1
禽	qin2
重型	zhong4xing2
超期	chao1qi1
纯净	chun2jing4
颠簸	dian4bo3
逗留	dou4liu2
了不得	liao3bu5de2
栖息	qi1xi1
石板	shi2ban3
水田	shui3tian2
檐	yan2
// 20k words/14
眺望	tiao4wang4
一刹那	yi1cha4na4
译文	yi4wen2
应时	ying4shi2
预约	yu4yue1
原地	yuan2di4
不妥	bu4tuo3
陡然	dou3ran2
堆放	dui1fang4
分担	fen1dan1
赣	Gan4
集结	ji2jie2
藕	ou3
跑道	pao3dao4
岂能	qi3neng2
着地	zhao2di4
榜首	bang3shou3
电话机	dian4hua4ji1
光顾	guang1gu4
较之	jiao4zhi1
跑步	pao3bu4
时日	shi2ri4
税金	shui4jin1
信教	xin4jiao4
轧	ya4
在即	zai4ji2
竹子	zhu2zi5
班禅	ban1chan2
成功率	cheng2gong1lü4
德才兼备	de2cai2-jian1bei4
地盘	di4pan2
名胜	ming2sheng4
双休日	shuang1xiu1ri4
心地	xin1di4
熊熊	xiong2xiong2
在此之前	zai4 ci3 zhi1qian2
必备	bi4bei4
电机	dian4ji1
后进	hou4jin4
剪刀	jian3dao1
吭声	keng1sheng1
潜伏	qian2fu2
突击队	tu1ji1dui4
维系	wei2xi4
相符	xiang1fu2
越冬	yue4dong1
侦探	zhen1tan4
自谋	zi4mou2
到头来	dao4tou2lai2
来稿	lai2gao3
收买	shou1mai3
痛恨	tong4hen4
呜咽	wu1ye4
渊源	yuan1yuan2
打火机	da3huo3ji1
电荷	dian4he4
复辟	fu4bi4
公事	gong1shi4
呼应	hu1ying4
略略	lüe4lüe4
奴才	nu2cai5
升空	sheng1kong1
手指头	shou3zhi2tou5
屋檐	wu1yan2
常任	chang2ren4
稻谷	dao4gu3
刃	ren4
团圆	tuan2yuan2
伴奏	ban4zou4
触摸	chu4mo1
大汉	da4han4
樊	fan2
敬重	jing4zhong4
扩充	kuo4chong1
摸底	mo1di3
造血	zao4xue4
指使	zhi3shi3
诅咒	zu3zhou4
公办	gong1ban4
恭维	gong1wei5
后盾	hou4dun4
来电	lai2dian4
眼珠子	yan3zhu1zi5
真心实意	zhen1xin1-shi2yi4
传单	chuan2dan1
国画	guo2hua4
过滤	guo4lü4
呵护	he1hu4
精干	jing1gan4
科技界	ke1ji4jie4
入住	ru4zhu4
吻合	wen3he2
肖像	xiao4xiang4
悲愤	bei1fen4
个人主义	ge4ren2zhu3yi4
和服	he2fu2
吉普车	ji2pu3che1
裸	luo3
怒气	nu4qi4
商界	shang1jie4
食盐	shi2yan2
势在必行	shi4zai4bi4xing2
王八	wang2ba5
斡旋	wo4xuan2
无能	wu2neng2
相约	xiang1yue1
招募	zhao1mu4
假说	jia3shuo1
补救	bu3jiu4
地雷	di4lei2
炖	dun4
会师	hui4shi1
借贷	jie4dai4
剧作	ju4zuo4
批量	pi1liang4
锐气	rui4qi4
天赋	tian1fu4
欣	xin1
直航	zhi2hang2
诸葛亮	Zhu1ge3 Liang4
好一会儿	hao3yi1hui4r5
汇款	hui4kuan3
抗生素	kang4sheng1su4
名录	ming2lu4
任凭	ren4ping2
上方	shang4fang1
在乎	zai4hu5
支线	zhi1xian4
拄	zhu3
电工	dian4gong1
动乱	dong4luan4
发球	fa1qiu2
个儿	ge4r5
根治	gen1zhi4
光照	guang1zhao4
健壮	jian4zhuang4
橘子	ju2zi5
民居	min2ju1
说谎	shuo1huang3
下沉	xia4chen2
镶嵌	xiang1qian4
休养	xiu1yang3
出外	chu1wai4
党旗	dang3qi2
动听	dong4ting1
氟	fu2
官邸	guan1di3
聚居	ju4ju1
屡禁不止	lü3jin4bu4zhi3
迁徙	qian1xi3
潭	tan2
推崇	tui1chong2
外方	wai4fang1
万众一心	wan4zhong4-yi1xin1
胭脂	yan1zhi5
珍品	zhen1pin3
缔结	di4jie2
典雅	dian3ya3
防灾	fang2zai1
管理员	guan3li3yuan2
汇总	hui4zong3
集约化	ji2yue1hua4
警官	jing3guan1
可耻	ke3chi3
少妇	shao4fu4
手头	shou3tou2
疏散	shu1san4
算命	suan4ming4
同居	tong2ju1
推辞	tui1ci2
像样	xiang4yang4
萧	xiao1
着落	zhuo2luo4
河床	he2chuang2
鉴赏	jian4shang3
撅	jue1
射箭	she4jian4
书院	shu1yuan4
怎么着	zen3me5zhe5
转告	zhuan3gao4
左侧	zuo3ce4
包子	bao1zi5
不辞	bu4ci2
长跑	chang2pao3
动不动	dong4bu5dong4
姑妈	gu1ma1
矿物	kuang4wu4
联合体	lian2he2ti3
年货	nian2huo4
司马	si1ma3
刑侦	xing2zhen1
选中	xuan3//zhong4
眼圈	yan3quan1
着陆	zhuo2lu4
插嘴	cha1zui3
搀扶	chan1fu2
攻坚战	gong1jian1zhan4
就餐	jiu4can1
失调	shi1tiao2
蛙	wa1
先驱	xian1qu1
星系	xing1xi4
羞愧	xiu1kui4
虚报	xu1bao4
早稻	zao3dao4
只因	zhi3yin1
城管	cheng2guan3
旦	dan4
列出	lie4//chu1
四化	si4hua4
肆意	si4yi4
肃穆	su4mu4
体裁	ti3cai2
违约	wei2yue1
要死	yao4si3
应届	ying1jie4
杂种	za2zhong3
致词	zhi4ci2
致辞	zhi4ci2
光谱	guang1pu3
案值	an4zhi2
八字	ba1zi4
摆动	bai3dong4
病魔	bing4mo2
不单	bu4dan1
刺刀	ci4dao1
开掘	kai1jue2
马虎	ma3hu5
毗邻	pi2lin2
瞧不起	qiao2bu5qi3
全天候	quan2tian1hou4
苏区	su1qu1
同心同德	tong2xin1-tong2de2
享乐	xiang3le4
一晃	yi1huang3
追溯	zhui1su4
订货	ding4huo4
国民收入	guo2min2 shou1ru4
求同存异	qiu2tong2-cun2yi4
审结	shen3jie2
锁定	suo3ding4
体察	ti3cha2
政事	zheng4shi4
范例	fan4li4
风水	feng1shui3
管教	guan3jiao5
候选	hou4xuan3
即时	ji2shi2
门面	men2mian5
起立	qi3li4
伪军	wei3jun1
凶猛	xiong1meng3
养分	yang3fen4
一丝不苟	yi1 si1 bu4 gou3
悠闲	you1xian2
有识	you3shi2
幼年	you4nian2
支教	zhi1jiao4
补给	bu3ji3
洞口	dong4kou3
芬芳	fen1fang1
歌唱家	ge1chang4jia1
获准	huo4zhun3
棘手	ji2shou3
漫漫	man4man4
破灭	po4mie4
滔滔	tao1tao1
下课	xia4ke4
序言	xu4yan2
帧	zhen1
金黄	jin1huang2
恳切	ken3qie4
冷酷	leng3ku4
马尼拉	Ma3ni2la1
平整	ping2zheng3
失效	shi1xiao4
治水	zhi4shui3
重病	zhong4bing4
出师	chu1shi1
改装	gai3zhuang1
咯咯	ge1ge1
更改	geng1gai3
僵化	jiang1hua4
剧种	ju4zhong3
企业主	qi3ye4zhu3
生命线	sheng1ming4xian4
原文	yuan2wen2
编码	bian1ma3
顶多	ding3duo1
发疯	fa1feng1
槐树	huai2shu4
酷暑	ku4shu3
琵琶	pi2pa5
亲笔	qin1bi3
性状	xing4zhuang4
样板	yang4ban3
膀子	bang3zi5
尘埃	chen2ai1
初始	chu1shi3
绰号	chuo4hao4
改用	gai3yong4
即令	ji2ling4
捆绑	kun3bang3
蓦地	mo4di4
气功	qi4gong1
清真寺	qing1zhen1si4
私营经济	si1ying2 jing1ji4
外币	wai4bi4
仰望	yang3wang4
直达	zhi2da2
半空	ban4kong1
背包	bei1bao1
冲天	chong1tian1
公关	gong1guan1
公积金	gong1ji1jin1
共商	gong4shang1
过头	guo4tou2
红薯	hong2shu3
茧	jian3
门房	men2fang2
杀手	sha1shou3
尚且	shang4qie3
烧饼	shao1bing3
胜仗	sheng4zhang4
头头儿	tou2tou5r5
无故	wu2gu4
行礼	xing2li3
巡查	xun2cha2
养育	yang3yu4
河畔	he2pan4
堪培拉	Kan1pei2la1
乱七八糟	luan4qi1ba1zao1
苗圃	miao2pu3
土改	tu3gai3
脱节	tuo1jie2
姓氏	xing4shi4
资费	zi1fei4
重演	chong2yan3
大权	da4quan2
耳目一新	er3mu4-yi1xin1
过境	guo4jing4
彗星	hui4xing1
南边	nan2bian5
平地	ping2di4
前任	qian2ren4
书名	shu1ming2
抑郁	yi4yu4
枝叶	zhi1ye4
中世纪	zhong1shi4ji4
重力	zhong4li4
不畅	bu4chang4
道义	dao4yi4
控诉	kong4su4
领事	ling3shi4
诗文	shi1wen2
水晶	shui3jing1
推举	tui1ju3
袭来	xi2lai2
谢绝	xie4jue2
炫耀	xuan4yao4
政坛	zheng4tan2
宝石	bao3shi2
餐饮业	can1-yin3ye4
笛	di2
过夜	guo4ye4
寒假	han2jia4
好受	hao3shou4
难为情	nan2wei2qing2
审时度势	shen3shi2-duo2shi4
守候	shou3hou4
喧闹	xuan1nao4
汛期	xun4qi1
终年	zhong1nian2
不动声色	bu4dong4-sheng1se4
成活率	cheng2huo2lü4
调集	diao4ji2
高瞻远瞩	gao1zhan1-yuan3zhu3
观音	Guan1yin1
害人	hai4ren2
缉毒	ji1du2
减肥	jian3fei2
窟	ku1
灵通	ling2tong1
摩托	mo2tuo1
平反	ping2fan3
随军	sui2jun1
唯心主义	wei2xin1 zhu3yi4
喂养	wei4yang3
阴沉	yin1chen2
报案	bao4an4
爹爹	die1die5
定性	ding4xing4
赌气	du3qi4
惠及	hui4ji2
基数	ji1shu4
刻不容缓	ke4bu4rong2huan3
老干部	lao3gan4bu4
疲乏	pi2fa2
声道	sheng1dao4
乌黑	wu1hei1
英寸	ying1cun4
线段	xian4duan4
船闸	chuan2zha2
春联	chun1lian2
糕	gao1
回音	hui2yin1
时辰	shi2chen5
晚宴	wan3yan4
相承	xiang1cheng2
舀	yao3
壮士	zhuang4shi4
自治州	zi4zhi4zhou1
字眼儿	zi4yan3r5
澳洲	ao4zhou1
仓储	cang1chu3
吃水	chi1shui3
出产	chu1chan3
打折扣	da3zhe2kou4
号令	hao4ling4
纪念品	ji4nian4pin3
交错	jiao1cuo4
交火	jiao1huo3
老兄	lao3xiong1
历次	li4ci4
诺贝尔奖	Nuo4bei4er3jiang3
帕	pa4
乞讨	qi3tao3
亲家	qing4jia5
夜班	ye4ban1
保健品	bao3jian4pin3
偿	chang2
触目惊心	chu4mu4 jing1xin1
混淆	hun4xiao2
军备	jun1bei4
撂	liao4
内行	nei4hang2
企盼	qi3pan4
升值	sheng1zhi2
实意	shi2yi4
小册子	xiao3ce4zi5
已故	yi3gu4
用具	yong4ju4
蜘蛛	zhi1zhu1
重镇	zhong4zhen4
周旋	zhou1xuan2
剥离	bo1li2
存折	cun2zhe2
单产	dan1chan3
复习	fu4xi2
镁	mei3
疲软	pi2ruan3
潜移默化	qian2 yi2 mo4 hua4
